Cliente,Email,ID Cartão Sócio,Localizador,clubeFavorito,Data da Compra,produto
Lawerence Borunda,lawerence.borunda@uol.com.br,SAMS-61249,LOC-SAMS20273,Natal,22/6/2015,Kit Finish 3 Unidades
Lawerence Borunda,lawerence.borunda@uol.com.br,SAMS-61249,LOC-SAMS20273,Natal,22/6/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Lawerence Borunda,lawerence.borunda@uol.com.br,SAMS-61249,LOC-SAMS20273,Natal,22/6/2015,Passa Fácil Member's Mark
Lawerence Borunda,lawerence.borunda@uol.com.br,SAMS-61249,LOC-SAMS20273,Natal,22/6/2015,Ração Carne e Cereais Herói 18 Kg
Lawerence Borunda,lawerence.borunda@uol.com.br,SAMS-61249,LOC-SAMS20273,Natal,22/6/2015,Ração Carne e Cereais Herói 18 Kg
Shon Waldron,shon.waldron@oi.com.br,SAMS-49879,LOC-SAMS63727,Bom Retiro,9/3/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Shon Waldron,shon.waldron@oi.com.br,SAMS-49879,LOC-SAMS63727,Bom Retiro,9/3/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Shon Waldron,shon.waldron@oi.com.br,SAMS-49879,LOC-SAMS63727,Bom Retiro,9/3/2016,Amaciante Concentrado Downy 3,96 L
Thora Bohlman,thora.bohlman@hotmail.com,SAMS-2346,LOC-SAMS38729,Radial Leste,29/10/2016,Kit Oral-B Stages
Thora Bohlman,thora.bohlman@hotmail.com,SAMS-2346,LOC-SAMS38729,Radial Leste,29/10/2016,Limpa Vidros Member's Mark
Thora Bohlman,thora.bohlman@hotmail.com,SAMS-2346,LOC-SAMS38729,Radial Leste,29/10/2016,Filtro Melitta Aroma Max 103
Ai Zaffina,ai.zaffina@r7.com,SAMS-64544,LOC-SAMS44099,Porto Alegre,10/1/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Ai Zaffina,ai.zaffina@r7.com,SAMS-64544,LOC-SAMS44099,Porto Alegre,10/1/2015,Lava Roupas Dreft
Ai Zaffina,ai.zaffina@r7.com,SAMS-64544,LOC-SAMS44099,Porto Alegre,10/1/2015,Tomate Inteiro Pelado Italiano Raiola
Beulah Nolle,beulah.nolle@uol.com.br,SAMS-62002,LOC-SAMS21240,São José dos Campos,1/8/2016,Tratamento Aussie Shine + Strong
Beulah Nolle,beulah.nolle@uol.com.br,SAMS-62002,LOC-SAMS21240,São José dos Campos,1/8/2016,Kit Finish 3 Unidades
Amos Mormann,amos.mormann@folha.com.br,SAMS-16915,LOC-SAMS59141,Tamboré,15/11/2016,Kit Shampoo + Condicionador Dove 750 ml
Amos Mormann,amos.mormann@folha.com.br,SAMS-16915,LOC-SAMS59141,Tamboré,15/11/2016,Whisky Johnnie Walker Green Label 750 ml
Isabella Dooley,isabella.dooley@hotmail.com,SAMS-3304,LOC-SAMS23276,São Bernardo do Campo,17/8/2015,Whisky Johnnie Walker Green Label 750 ml
Deshawn Kowalski,deshawn.kowalski@pop.com.br,SAMS-45005,LOC-SAMS21523,Osasco,15/6/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Deshawn Kowalski,deshawn.kowalski@pop.com.br,SAMS-45005,LOC-SAMS21523,Osasco,15/6/2015,Papel Higiênico Personal Decor
Deshawn Kowalski,deshawn.kowalski@pop.com.br,SAMS-45005,LOC-SAMS21523,Osasco,15/6/2015,Mostarda Heinz
Deshawn Kowalski,deshawn.kowalski@pop.com.br,SAMS-45005,LOC-SAMS21523,Osasco,15/6/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Gonzalo Deorio,gonzalo.deorio@yahoo.com.br,SAMS-53652,LOC-SAMS19366,Recife,19/2/2015,Whisky Old Parr 1 L
Gonzalo Deorio,gonzalo.deorio@yahoo.com.br,SAMS-53652,LOC-SAMS19366,Recife,19/2/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Gonzalo Deorio,gonzalo.deorio@yahoo.com.br,SAMS-53652,LOC-SAMS19366,Recife,19/2/2015,Tapete Higiênico Sanol Dog
Arlette Berhow,arlette.berhow@oi.com.br,SAMS-99,LOC-SAMS65138,Salvador,18/5/2014,Lava Roupas em Pó Member's Mark 5 Kg
Arlette Berhow,arlette.berhow@oi.com.br,SAMS-99,LOC-SAMS65138,Salvador,18/5/2014,Cereal Froot Loops Kellogg's
Arlette Berhow,arlette.berhow@oi.com.br,SAMS-99,LOC-SAMS65138,Salvador,18/5/2014,Amaciante Concentrado Downy 3,96 L
Arlette Berhow,arlette.berhow@oi.com.br,SAMS-99,LOC-SAMS65138,Salvador,18/5/2014,Shampoo ou Condicionador TRESemmé 1 L
Lani Gadoury,lani.gadoury@globomail.com,SAMS-3239,LOC-SAMS6663,Guarulhos,31/10/2015,Shampoo Pantene 1 L
Lani Gadoury,lani.gadoury@globomail.com,SAMS-3239,LOC-SAMS6663,Guarulhos,31/10/2015,Azeitonas Pretas Azapa Raiola 500 g
Lani Gadoury,lani.gadoury@globomail.com,SAMS-3239,LOC-SAMS6663,Guarulhos,31/10/2015,Sabonete Líquido Member's Mark 980 ml
Lani Gadoury,lani.gadoury@globomail.com,SAMS-3239,LOC-SAMS6663,Guarulhos,31/10/2015,Nescau Cereal Matinal 770 g
Lani Gadoury,lani.gadoury@globomail.com,SAMS-3239,LOC-SAMS6663,Guarulhos,31/10/2015,Escova Dental Oral-B Complete
Malik Hoaglund,malik.hoaglund@uol.com.br,SAMS-8962,LOC-SAMS38629,Guarulhos,26/1/2015,Lava Roupas Líquido Member's Mark 5 L
Malik Hoaglund,malik.hoaglund@uol.com.br,SAMS-8962,LOC-SAMS38629,Guarulhos,26/1/2015,Nescau Cereal Matinal 770 g
Malik Hoaglund,malik.hoaglund@uol.com.br,SAMS-8962,LOC-SAMS38629,Guarulhos,26/1/2015,Chocolate Kit Kat
Sidney Kenson,sidney.kenson@yahoo.com.br,SAMS-52205,LOC-SAMS45604,Goiânia,18/7/2016,Lava Roupas Dreft
Sidney Kenson,sidney.kenson@yahoo.com.br,SAMS-52205,LOC-SAMS45604,Goiânia,18/7/2016,Sabão Líquido Roma Coco 2 L
Sidney Kenson,sidney.kenson@yahoo.com.br,SAMS-52205,LOC-SAMS45604,Goiânia,18/7/2016,Rolo Adesivo Scotch-Brite
Sidney Kenson,sidney.kenson@yahoo.com.br,SAMS-52205,LOC-SAMS45604,Goiânia,18/7/2016,Nescau Sachê 2.0 800 g
Lynnette Fiorilli,lynnette.fiorilli@globomail.com,SAMS-61562,LOC-SAMS17356,Santo André,18/6/2014,Escova Dental Oral-B Complete
Lynnette Fiorilli,lynnette.fiorilli@globomail.com,SAMS-61562,LOC-SAMS17356,Santo André,18/6/2014,Sabonete Líquido Jurassic 750 ml
Lynnette Fiorilli,lynnette.fiorilli@globomail.com,SAMS-61562,LOC-SAMS17356,Santo André,18/6/2014,Passa Fácil Member's Mark
Lynnette Fiorilli,lynnette.fiorilli@globomail.com,SAMS-61562,LOC-SAMS17356,Santo André,18/6/2014,Rolo Adesivo Scotch-Brite
Paulita Huhtasaari,paulita.huhtasaari@yahoo.com.br,SAMS-14814,LOC-SAMS47605,Santo Amaro,2/8/2015,Aparelho de Barbear Gillette Prestobarba 3
Paulita Huhtasaari,paulita.huhtasaari@yahoo.com.br,SAMS-14814,LOC-SAMS47605,Santo Amaro,2/8/2015,Molho Barbecue Heinz
Janeen Sault,janeen.sault@uol.com.br,SAMS-60027,LOC-SAMS21182,Porto Alegre,1/6/2016,Whisky Buchanan's 12 Anos 1 L
Janeen Sault,janeen.sault@uol.com.br,SAMS-60027,LOC-SAMS21182,Porto Alegre,1/6/2016,Ração Carne e Vegetais Herói 18 Kg
Janeen Sault,janeen.sault@uol.com.br,SAMS-60027,LOC-SAMS21182,Porto Alegre,1/6/2016,Composto Lácteo Crescimento 1+ Ninho 800 g
Janeen Sault,janeen.sault@uol.com.br,SAMS-60027,LOC-SAMS21182,Porto Alegre,1/6/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Tressa Lehnert,tressa.lehnert@globomail.com,SAMS-2036,LOC-SAMS13832,Porto Alegre,14/2/2016,Ração Carne e Vegetais Herói 18 Kg
Tressa Lehnert,tressa.lehnert@globomail.com,SAMS-2036,LOC-SAMS13832,Porto Alegre,14/2/2016,Whisky Johnnie Walker Green Label 750 ml
Tressa Lehnert,tressa.lehnert@globomail.com,SAMS-2036,LOC-SAMS13832,Porto Alegre,14/2/2016,Tapete Higiênico Sanol Dog
Tressa Lehnert,tressa.lehnert@globomail.com,SAMS-2036,LOC-SAMS13832,Porto Alegre,14/2/2016,Mostarda Heinz
Denny Matchett,denny.matchett@ig.com.br,SAMS-16523,LOC-SAMS12968,Curitiba - Atuba,24/3/2016,Rolo Adesivo Scotch-Brite
Denny Matchett,denny.matchett@ig.com.br,SAMS-16523,LOC-SAMS12968,Curitiba - Atuba,24/3/2016,Sabonete Líquido Jurassic 750 ml
Denny Matchett,denny.matchett@ig.com.br,SAMS-16523,LOC-SAMS12968,Curitiba - Atuba,24/3/2016,Kit Shampoo + Condicionador Dove 750 ml
Leeann Marinoni,leeann.marinoni@pop.com.br,SAMS-51453,LOC-SAMS26481,Goiânia,27/2/2016,Lava Roupas Dreft
Leeann Marinoni,leeann.marinoni@pop.com.br,SAMS-51453,LOC-SAMS26481,Goiânia,27/2/2016,Whisky Old Parr 1 L
Leeann Marinoni,leeann.marinoni@pop.com.br,SAMS-51453,LOC-SAMS26481,Goiânia,27/2/2016,Passa Fácil Member's Mark
Leeann Marinoni,leeann.marinoni@pop.com.br,SAMS-51453,LOC-SAMS26481,Goiânia,27/2/2016,Passa Fácil Member's Mark
Leeann Marinoni,leeann.marinoni@pop.com.br,SAMS-51453,LOC-SAMS26481,Goiânia,27/2/2016,Tratamento Aussie Shine + Strong
Fatima Margot,fatima.margot@r7.com,SAMS-34885,LOC-SAMS56679,Santo André,13/4/2015,Novi a Mop Twister
Fatima Margot,fatima.margot@r7.com,SAMS-34885,LOC-SAMS56679,Santo André,13/4/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Fatima Margot,fatima.margot@r7.com,SAMS-34885,LOC-SAMS56679,Santo André,13/4/2015,Sabonete Líquido Member's Mark 980 ml
Fatima Margot,fatima.margot@r7.com,SAMS-34885,LOC-SAMS56679,Santo André,13/4/2015,Kit Finish 3 Unidades
Roxie Riggsbee,roxie.riggsbee@oi.com.br,SAMS-40193,LOC-SAMS54686,Tamboré,20/1/2015,Amaciante Aconchego Ypê 5 L
Roxie Riggsbee,roxie.riggsbee@oi.com.br,SAMS-40193,LOC-SAMS54686,Tamboré,20/1/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Roxie Riggsbee,roxie.riggsbee@oi.com.br,SAMS-40193,LOC-SAMS54686,Tamboré,20/1/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Roxie Riggsbee,roxie.riggsbee@oi.com.br,SAMS-40193,LOC-SAMS54686,Tamboré,20/1/2015,Limpa Vidros Member's Mark
Roxie Riggsbee,roxie.riggsbee@oi.com.br,SAMS-40193,LOC-SAMS54686,Tamboré,20/1/2015,Azeitonas Pretas Azapa Raiola 500 g
Alva Carattini,alva.carattini@r7.com,SAMS-54286,LOC-SAMS22841,Ribeirão Preto,16/12/2015,Novi a Mop Twister
Alva Carattini,alva.carattini@r7.com,SAMS-54286,LOC-SAMS22841,Ribeirão Preto,16/12/2015,Escova Dental Oral-B Complete
Alva Carattini,alva.carattini@r7.com,SAMS-54286,LOC-SAMS22841,Ribeirão Preto,16/12/2015,Sabonete Líquido Jurassic 750 ml
Alva Carattini,alva.carattini@r7.com,SAMS-54286,LOC-SAMS22841,Ribeirão Preto,16/12/2015,Whisky Old Parr 1 L
Alva Carattini,alva.carattini@r7.com,SAMS-54286,LOC-SAMS22841,Ribeirão Preto,16/12/2015,Sucrilhos Kellogg's
Lang Rodricks,lang.rodricks@folha.com.br,SAMS-22492,LOC-SAMS17992,Contagem,23/5/2016,Sabonete Líquido Jurassic 750 ml
Lang Rodricks,lang.rodricks@folha.com.br,SAMS-22492,LOC-SAMS17992,Contagem,23/5/2016,Sucrilhos Power Chocolate Kellogg�s
Lang Rodricks,lang.rodricks@folha.com.br,SAMS-22492,LOC-SAMS17992,Contagem,23/5/2016,Papel Toalha Kitchen Jumbo
Cordell Perri,cordell.perri@yahoo.com.br,SAMS-37173,LOC-SAMS48177,São Caetano do Sul,19/9/2014,Maionese Heinz
Cordell Perri,cordell.perri@yahoo.com.br,SAMS-37173,LOC-SAMS48177,São Caetano do Sul,19/9/2014,Tapete Higiênico Sanol Dog
Cordell Perri,cordell.perri@yahoo.com.br,SAMS-37173,LOC-SAMS48177,São Caetano do Sul,19/9/2014,Nescau Cereal Matinal 770 g
Cordell Perri,cordell.perri@yahoo.com.br,SAMS-37173,LOC-SAMS48177,São Caetano do Sul,19/9/2014,Sacos para Lixo 50 L ou 100 L Member's Mark
Gilberto Tomaino,gilberto.tomaino@pop.com.br,SAMS-30116,LOC-SAMS12992,Brasília,29/1/2015,Tapete Higiênico Sanol Dog
Idalia Glashen,idalia.glashen@bol.com.br,SAMS-12689,LOC-SAMS57353,Niterói,20/10/2016,Amaciante Aconchego Ypê 5 L
Idalia Glashen,idalia.glashen@bol.com.br,SAMS-12689,LOC-SAMS57353,Niterói,20/10/2016,Whisky Old Parr 1 L
Idalia Glashen,idalia.glashen@bol.com.br,SAMS-12689,LOC-SAMS57353,Niterói,20/10/2016,Whisky Old Parr 1 L
Francina Whippie,francina.whippie@globomail.com,SAMS-30999,LOC-SAMS24307,Santo André,11/4/2014,Kit Finish 3 Unidades
Francina Whippie,francina.whippie@globomail.com,SAMS-30999,LOC-SAMS24307,Santo André,11/4/2014,Sacos para Lixo 15 L ou 30 L Member's Mark
Francina Whippie,francina.whippie@globomail.com,SAMS-30999,LOC-SAMS24307,Santo André,11/4/2014,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Wiley Flenner,wiley.flenner@zipmail.com.br,SAMS-5584,LOC-SAMS16641,Curitiba - Atuba,1/3/2016,Nescau Sachê 2.0 800 g
Wiley Flenner,wiley.flenner@zipmail.com.br,SAMS-5584,LOC-SAMS16641,Curitiba - Atuba,1/3/2016,Azeitonas Pretas Azapa Raiola 500 g
Georgiann Knack,georgiann.knack@ig.com.br,SAMS-20931,LOC-SAMS14807,Curitiba - Atuba,15/8/2015,Lava Roupas Líquido Member's Mark 5 L
Georgiann Knack,georgiann.knack@ig.com.br,SAMS-20931,LOC-SAMS14807,Curitiba - Atuba,15/8/2015,Eliminador de Odores Sanol 5 L
Georgiann Knack,georgiann.knack@ig.com.br,SAMS-20931,LOC-SAMS14807,Curitiba - Atuba,15/8/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Georgiann Knack,georgiann.knack@ig.com.br,SAMS-20931,LOC-SAMS14807,Curitiba - Atuba,15/8/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Magaret Suttell,magaret.suttell@globomail.com,SAMS-40799,LOC-SAMS55389,São José dos Campos,21/5/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Magaret Suttell,magaret.suttell@globomail.com,SAMS-40799,LOC-SAMS55389,São José dos Campos,21/5/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Magaret Suttell,magaret.suttell@globomail.com,SAMS-40799,LOC-SAMS55389,São José dos Campos,21/5/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Magaret Suttell,magaret.suttell@globomail.com,SAMS-40799,LOC-SAMS55389,São José dos Campos,21/5/2015,Chocolate Kit Kat
Anya Perocho,anya.perocho@yahoo.com.br,SAMS-1396,LOC-SAMS62231,São Caetano do Sul,22/1/2016,Lava Roupas Dreft
Jamie Hooker,jamie.hooker@uol.com.br,SAMS-54753,LOC-SAMS3468,Porto Alegre,7/4/2016,Maionese Heinz
Jamie Hooker,jamie.hooker@uol.com.br,SAMS-54753,LOC-SAMS3468,Porto Alegre,7/4/2016,Sacos para Lixo 15 L ou 30 L Member's Mark
Jamie Hooker,jamie.hooker@uol.com.br,SAMS-54753,LOC-SAMS3468,Porto Alegre,7/4/2016,Kit Oral-B Stages
Jamie Hooker,jamie.hooker@uol.com.br,SAMS-54753,LOC-SAMS3468,Porto Alegre,7/4/2016,Sabonete Líquido Member's Mark 980 ml
Jamie Hooker,jamie.hooker@uol.com.br,SAMS-54753,LOC-SAMS3468,Porto Alegre,7/4/2016,Lava Roupas Líquido Member's Mark 5 L
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Ração Carne e Vegetais Herói 18 Kg
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Novi a Mop Twister
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Escova Dental Oral-B Complete
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Whisky Johnnie Walker Green Label 750 ml
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Sabão Líquido Roma Coco 2 L
Young Hamic,young.hamic@r7.com,SAMS-60635,LOC-SAMS32967,Ribeirão Preto,1/4/2015,Whisky Old Parr 1 L
Angelina Gattison,angelina.gattison@zipmail.com.br,SAMS-49284,LOC-SAMS29541,Brasília,10/9/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Aurea Bottum,aurea.bottum@folha.com.br,SAMS-56442,LOC-SAMS96,Bom Retiro,5/7/2014,Amaciante Concentrado Downy 3,96 L
Adena Powanda,adena.powanda@pop.com.br,SAMS-58436,LOC-SAMS49651,Vitória,4/9/2015,Shampoo Pantene 1 L
Adena Powanda,adena.powanda@pop.com.br,SAMS-58436,LOC-SAMS49651,Vitória,4/9/2015,Filtro Melitta Aroma Max 103
Adena Powanda,adena.powanda@pop.com.br,SAMS-58436,LOC-SAMS49651,Vitória,4/9/2015,Fralda Pampers Confort Sec
Adena Powanda,adena.powanda@pop.com.br,SAMS-58436,LOC-SAMS49651,Vitória,4/9/2015,Sucrilhos Kellogg's
Brad Schoeller,brad.schoeller@yahoo.com.br,SAMS-45433,LOC-SAMS58658,São Caetano do Sul,13/10/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Brad Schoeller,brad.schoeller@yahoo.com.br,SAMS-45433,LOC-SAMS58658,São Caetano do Sul,13/10/2016,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Brad Schoeller,brad.schoeller@yahoo.com.br,SAMS-45433,LOC-SAMS58658,São Caetano do Sul,13/10/2016,Tratamento Aussie Shine + Strong
Emmy Arvez,emmy.arvez@zipmail.com.br,SAMS-55545,LOC-SAMS24538,Goiânia,8/5/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Emmy Arvez,emmy.arvez@zipmail.com.br,SAMS-55545,LOC-SAMS24538,Goiânia,8/5/2015,Ração Carne e Vegetais Herói 18 Kg
Melony Cooey,melony.cooey@ig.com.br,SAMS-18209,LOC-SAMS7158,Santo Amaro,15/8/2015,Tapete Higiênico Sanol Dog
Etha Ferratella,etha.ferratella@ig.com.br,SAMS-62380,LOC-SAMS39007,Maceió,13/9/2014,Passa Fácil Member's Mark
Etha Ferratella,etha.ferratella@ig.com.br,SAMS-62380,LOC-SAMS39007,Maceió,13/9/2014,Sucrilhos Power Chocolate Kellogg�s
Etha Ferratella,etha.ferratella@ig.com.br,SAMS-62380,LOC-SAMS39007,Maceió,13/9/2014,Papel Toalha Kitchen Jumbo
Etha Ferratella,etha.ferratella@ig.com.br,SAMS-62380,LOC-SAMS39007,Maceió,13/9/2014,Kit Shampoo + Condicionador Dove 750 ml
Etha Ferratella,etha.ferratella@ig.com.br,SAMS-62380,LOC-SAMS39007,Maceió,13/9/2014,Absorvente com Abas Maxi Proteção Always
Karrie Petigny,karrie.petigny@gmail.com,SAMS-60097,LOC-SAMS52915,São José dos Campos,5/4/2015,Sabonete Líquido Member's Mark 980 ml
Karrie Petigny,karrie.petigny@gmail.com,SAMS-60097,LOC-SAMS52915,São José dos Campos,5/4/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Karrie Petigny,karrie.petigny@gmail.com,SAMS-60097,LOC-SAMS52915,São José dos Campos,5/4/2015,Eliminador de Odores Sanol 5 L
Ashlea Ondo,ashlea.ondo@ig.com.br,SAMS-31417,LOC-SAMS37948,Vitória,7/7/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Rosita Wendeln,rosita.wendeln@folha.com.br,SAMS-19239,LOC-SAMS47441,Contagem,1/11/2015,Mostarda Heinz
Rosita Wendeln,rosita.wendeln@folha.com.br,SAMS-19239,LOC-SAMS47441,Contagem,1/11/2015,Limpa Vidros Member's Mark
Rosita Wendeln,rosita.wendeln@folha.com.br,SAMS-19239,LOC-SAMS47441,Contagem,1/11/2015,Amaciante Concentrado Downy 3,96 L
Sona Escuriex,sona.escuriex@folha.com.br,SAMS-12422,LOC-SAMS53664,Salvador,30/1/2015,Cereal Froot Loops Kellogg's
Sona Escuriex,sona.escuriex@folha.com.br,SAMS-12422,LOC-SAMS53664,Salvador,30/1/2015,Papel Guardanapo Folha Dupla Mascot
Sona Escuriex,sona.escuriex@folha.com.br,SAMS-12422,LOC-SAMS53664,Salvador,30/1/2015,Azeitonas Verdes sem Caroço Raiola 420 g
Sona Escuriex,sona.escuriex@folha.com.br,SAMS-12422,LOC-SAMS53664,Salvador,30/1/2015,Ração Carne e Vegetais Herói 18 Kg
Chara Littrel,chara.littrel@pop.com.br,SAMS-59478,LOC-SAMS9730,Vitória,24/2/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Chara Littrel,chara.littrel@pop.com.br,SAMS-59478,LOC-SAMS9730,Vitória,24/2/2014,Aparelho de Barbear Gillette Prestobarba 3
Chara Littrel,chara.littrel@pop.com.br,SAMS-59478,LOC-SAMS9730,Vitória,24/2/2014,Lava Roupas Dreft
Chara Littrel,chara.littrel@pop.com.br,SAMS-59478,LOC-SAMS9730,Vitória,24/2/2014,Azeitonas Verdes sem Caroço Raiola 420 g
Janey Deklerk,janey.deklerk@r7.com,SAMS-65531,LOC-SAMS14176,Santo André,5/5/2015,Mostarda Heinz
Olene Manecke,olene.manecke@gmail.com,SAMS-13815,LOC-SAMS55086,Natal,28/1/2014,Kit Shampoo + Condicionador Dove 750 ml
Olene Manecke,olene.manecke@gmail.com,SAMS-13815,LOC-SAMS55086,Natal,28/1/2014,Kit Oral-B Stages
Olene Manecke,olene.manecke@gmail.com,SAMS-13815,LOC-SAMS55086,Natal,28/1/2014,Escova Dental Oral-B Complete
Evelynn Kaufmann,evelynn.kaufmann@yahoo.com.br,SAMS-65283,LOC-SAMS59969,São Caetano do Sul,13/1/2016,Sacos para Lixo 15 L ou 30 L Member's Mark
Evelynn Kaufmann,evelynn.kaufmann@yahoo.com.br,SAMS-65283,LOC-SAMS59969,São Caetano do Sul,13/1/2016,Sacos para Lixo 50 L ou 100 L Member's Mark
Evelynn Kaufmann,evelynn.kaufmann@yahoo.com.br,SAMS-65283,LOC-SAMS59969,São Caetano do Sul,13/1/2016,Passa Fácil Member's Mark
Skye Quill,skye.quill@pop.com.br,SAMS-11674,LOC-SAMS35954,Recife,13/11/2015,Azeitonas Pretas Azapa Raiola 500 g
Brian Throndson,brian.throndson@pop.com.br,SAMS-52097,LOC-SAMS13795,Osasco,16/8/2016,Tratamento Aussie Shine + Strong
Brian Throndson,brian.throndson@pop.com.br,SAMS-52097,LOC-SAMS13795,Osasco,16/8/2016,Whisky Johnnie Walker Green Label 750 ml
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Sacos para Lixo 15 L ou 30 L Member's Mark
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Whisky Buchanan's 12 Anos 1 L
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Aparelho de Barbear Gillette Prestobarba 3
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Kit Shampoo + Condicionador Dove 750 ml
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Sucrilhos Power Chocolate Kellogg�s
Jessia Lofink,jessia.lofink@zipmail.com.br,SAMS-59776,LOC-SAMS27536,Osasco,22/5/2016,Cápsulas Nescafé Dolce Gusto
Rema Mcilhinney,rema.mcilhinney@folha.com.br,SAMS-61291,LOC-SAMS9887,Linha Amarela,7/8/2016,Nescau Sachê 2.0 800 g
Rosalia Antis,rosalia.antis@uol.com.br,SAMS-7250,LOC-SAMS35706,Santo André,26/9/2015,Tapete Higiênico Sanol Dog
Rosalia Antis,rosalia.antis@uol.com.br,SAMS-7250,LOC-SAMS35706,Santo André,26/9/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Rosalia Antis,rosalia.antis@uol.com.br,SAMS-7250,LOC-SAMS35706,Santo André,26/9/2015,Sabão Líquido Roma Coco 2 L
Rosalia Antis,rosalia.antis@uol.com.br,SAMS-7250,LOC-SAMS35706,Santo André,26/9/2015,Aparelho de Barbear Gillette Prestobarba 3
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Amaciante Aconchego Ypê 5 L
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Shampoo Pantene 1 L
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Cápsulas Nescafé Dolce Gusto
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Kit Fisher-Price
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Papel Toalha Kitchen Jumbo
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Tratamento Aussie Shine + Strong
Caroyln Ort,caroyln.ort@hotmail.com,SAMS-63829,LOC-SAMS45987,Salvador,17/1/2016,Mostarda Heinz
Page Veerkamp,page.veerkamp@gmail.com,SAMS-29228,LOC-SAMS39198,Campinas,11/9/2015,Tratamento Aussie Moist 3 Minutos
Page Veerkamp,page.veerkamp@gmail.com,SAMS-29228,LOC-SAMS39198,Campinas,11/9/2015,Novi a Mop Twister
Page Veerkamp,page.veerkamp@gmail.com,SAMS-29228,LOC-SAMS39198,Campinas,11/9/2015,Tomate Inteiro Pelado Italiano Raiola
Celestina Klemens,celestina.klemens@gmail.com,SAMS-8471,LOC-SAMS6866,Ribeirão Preto,31/12/2014,Whisky Johnnie Walker Green Label 750 ml
Celestina Klemens,celestina.klemens@gmail.com,SAMS-8471,LOC-SAMS6866,Ribeirão Preto,31/12/2014,Sabonete Líquido Jurassic 750 ml
Thaddeus Cyganiewicz,thaddeus.cyganiewicz@gmail.com,SAMS-15446,LOC-SAMS13768,Águas Claras,2/5/2015,Lava Roupas Líquido Member's Mark 5 L
Thaddeus Cyganiewicz,thaddeus.cyganiewicz@gmail.com,SAMS-15446,LOC-SAMS13768,Águas Claras,2/5/2015,Kit Oral-B Stages
Thaddeus Cyganiewicz,thaddeus.cyganiewicz@gmail.com,SAMS-15446,LOC-SAMS13768,Águas Claras,2/5/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
